0.000000,0.000000,0.000000
-0.002325,0.011597,-0.002073
-0.003835,0.017002,-0.004885
-0.004680,0.018194,-0.007954
-0.005011,0.017152,-0.010798
-0.004976,0.015853,-0.012937
-0.003907,0.014434,-0.014727
-0.001918,0.013016,-0.016246
0.000675,0.011716,-0.017503
0.003562,0.010652,-0.018506
0.006430,0.009943,-0.019263
0.008965,0.009706,-0.019781
0.010855,0.010059,-0.020070
0.011787,0.011120,-0.020138
0.011449,0.013007,-0.019992
0.010619,0.015536,-0.020299
0.009472,0.018493,-0.021051
0.008032,0.021655,-0.022072
0.006324,0.024796,-0.023185
0.004373,0.027694,-0.024214
0.002203,0.030124,-0.024982
-0.000162,0.031864,-0.025314
-0.002697,0.032689,-0.025033
-0.005378,0.032376,-0.023962
-0.007170,0.031792,-0.022335
-0.008020,0.031118,-0.020367
-0.008122,0.030361,-0.018269
-0.007671,0.029531,-0.016252
-0.006861,0.028636,-0.014528
-0.005885,0.027684,-0.013306
-0.004938,0.026683,-0.012800
-0.004213,0.025642,-0.013219
-0.003905,0.024569,-0.014774
-0.003128,0.023443,-0.016607
-0.001805,0.022360,-0.018523
-0.000066,0.021450,-0.020495
0.001963,0.020842,-0.022495
0.004154,0.020664,-0.024496
0.006379,0.021044,-0.026471
0.008510,0.022112,-0.028392
0.010420,0.023995,-0.030231
0.011980,0.026822,-0.031961
0.013135,0.030944,-0.033141
0.013882,0.036129,-0.033727
0.014234,0.042001,-0.033773
0.014204,0.048184,-0.033333
0.013804,0.054303,-0.032461
0.013047,0.059980,-0.031211
0.011945,0.064840,-0.029638
0.010511,0.068507,-0.027795
0.008758,0.070605,-0.025738
0.007049,0.071252,-0.023801
0.005478,0.070672,-0.022042
0.004072,0.069114,-0.020450
0.002860,0.066827,-0.019013
0.001868,0.064061,-0.017721
0.001123,0.061064,-0.016562
0.000654,0.058087,-0.015525
0.000488,0.055379,-0.014598
0.000651,0.053188,-0.013771
0.001920,0.052896,-0.012975
0.004140,0.054338,-0.012210
0.006922,0.056965,-0.011491
0.009878,0.060229,-0.010833
0.012621,0.063579,-0.010252
0.014761,0.066467,-0.009762
0.015912,0.068344,-0.009380
0.015686,0.068659,-0.009120
0.013693,0.066864,-0.008998
0.012623,0.062561,-0.008621
0.012854,0.056170,-0.008125
0.014186,0.048317,-0.007774
0.016420,0.039629,-0.007834
0.019355,0.030731,-0.008570
0.022792,0.022249,-0.010247
0.026531,0.014809,-0.013131
0.030372,0.009038,-0.017487
0.034116,0.005560,-0.023579
0.036675,0.004728,-0.029117
0.038011,0.006108,-0.033647
0.038350,0.009075,-0.037178
0.037920,0.013000,-0.039717
0.036946,0.017256,-0.041273
0.035653,0.021216,-0.041853
0.034270,0.024253,-0.041466
0.033020,0.025738,-0.040119
0.032132,0.025046,-0.037820
0.032217,0.024530,-0.035221
0.033161,0.024531,-0.032562
0.034670,0.024891,-0.029985
0.036449,0.025450,-0.027629
0.038202,0.026048,-0.025632
0.039633,0.026526,-0.024136
0.040449,0.026723,-0.023280
0.040353,0.026480,-0.023204
0.039051,0.025638,-0.024047
0.037022,0.024132,-0.024928
0.034521,0.022048,-0.025662
0.031747,0.019510,-0.026238
0.028900,0.016643,-0.026646
0.026178,0.013571,-0.026875
0.023782,0.010418,-0.026914
0.021911,0.007308,-0.026753
0.020763,0.004365,-0.026381
0.020538,0.001714,-0.025788
0.020514,-0.000414,-0.024737
0.020517,-0.002064,-0.023269
0.020507,-0.003354,-0.021495
0.020448,-0.004399,-0.019524
0.020301,-0.005314,-0.017469
0.020028,-0.006216,-0.015438
0.019591,-0.007220,-0.013543
0.018951,-0.008443,-0.011895
0.018072,-0.010001,-0.010603
0.017944,-0.011683,-0.008818
0.018527,-0.013490,-0.006683
