0.000000,0.000000,0.000000
0.006541,-0.003091,-0.001109
0.008469,-0.005898,-0.002868
0.007253,-0.008242,-0.004867
0.004364,-0.009944,-0.006695
0.001272,-0.010826,-0.007944
-0.000617,-0.011601,-0.008153
-0.001231,-0.012323,-0.007401
-0.000834,-0.012878,-0.005899
0.000314,-0.013153,-0.003858
0.001951,-0.013035,-0.001491
0.003815,-0.012410,0.000992
0.005643,-0.011166,0.003379
0.007175,-0.009188,0.005458
0.008147,-0.006363,0.007018
0.008826,-0.003908,0.007342
0.009298,-0.002000,0.006515
0.009601,-0.000555,0.004826
0.009778,0.000511,0.002562
0.009868,0.001280,0.000011
0.009913,0.001837,-0.002539
0.009951,0.002263,-0.004802
0.010025,0.002644,-0.006488
0.010174,0.003062,-0.007312
0.010874,0.003387,-0.007972
0.012105,0.003643,-0.008603
0.013718,0.003894,-0.009196
0.015566,0.004203,-0.009745
0.017503,0.004634,-0.010243
0.019380,0.005250,-0.010681
0.021051,0.006115,-0.011053
0.022369,0.007291,-0.011351
0.023186,0.008843,-0.011567
0.024008,0.009727,-0.011609
0.024914,0.009857,-0.011456
0.025881,0.009387,-0.011104
0.026880,0.008472,-0.010551
0.027889,0.007265,-0.009794
0.028879,0.005920,-0.008829
0.029827,0.004592,-0.007654
0.030705,0.003434,-0.006265
0.031490,0.002601,-0.004660
0.031901,0.003033,-0.003565
0.031930,0.004622,-0.003027
0.031634,0.006996,-0.002926
0.031072,0.009783,-0.003140
0.030301,0.012611,-0.003546
0.029378,0.015107,-0.004023
0.028363,0.016900,-0.004449
0.027312,0.017618,-0.004703
0.026284,0.016889,-0.004662
0.025665,0.015755,-0.004657
0.025452,0.014499,-0.004739
0.025542,0.013210,-0.004893
0.025832,0.011978,-0.005101
0.026220,0.010894,-0.005347
0.026605,0.010048,-0.005615
0.026883,0.009531,-0.005888
0.026952,0.009432,-0.006149
0.026710,0.009842,-0.006383
0.026782,0.009540,-0.006824
0.027191,0.008446,-0.007518
0.027810,0.006762,-0.008463
0.028512,0.004692,-0.009656
0.029170,0.002438,-0.011096
0.029657,0.000204,-0.012778
0.029845,-0.001806,-0.014702
0.029607,-0.003390,-0.016865
0.028816,-0.004345,-0.019264
0.028094,-0.006507,-0.023460
0.027607,-0.009760,-0.029021
0.027401,-0.013501,-0.035017
0.027528,-0.017128,-0.040518
0.028035,-0.020036,-0.044593
0.028972,-0.021621,-0.046311
0.030388,-0.021281,-0.044743
0.032332,-0.018413,-0.038957
0.034853,-0.012412,-0.028024
0.037576,-0.004981,-0.014441
0.040367,0.003067,0.000724
0.043151,0.011144,0.016761
0.045856,0.018659,0.032960
0.048407,0.025024,0.048611
0.050729,0.029649,0.063006
0.052750,0.031945,0.075434
0.054394,0.031323,0.085185
0.055587,0.027193,0.091549
0.054461,0.024002,0.096275
0.051156,0.022269,0.099519
0.046313,0.021530,0.101045
0.040577,0.021323,0.100612
0.034590,0.021185,0.097982
0.028994,0.020653,0.092917
0.024434,0.019262,0.085177
0.021550,0.016551,0.074523
0.020987,0.012057,0.060718
0.022111,0.006069,0.046817
0.024431,-0.001045,0.033366
0.027494,-0.008902,0.020285
0.030848,-0.017119,0.007494
0.034038,-0.025312,-0.005087
0.036612,-0.033096,-0.017540
0.038115,-0.040089,-0.029945
0.038094,-0.045905,-0.042382
0.036097,-0.050162,-0.054932
0.034865,-0.053122,-0.062925
0.034698,-0.054779,-0.066089
0.035283,-0.055061,-0.065253
0.036308,-0.053895,-0.061242
0.037461,-0.051210,-0.054886
0.038430,-0.046933,-0.047012
0.038902,-0.040990,-0.038448
0.038565,-0.033311,-0.030021
0.037106,-0.023823,-0.022559
0.034072,-0.014415,-0.016829
0.029581,-0.005509,-0.012776
0.023892,0.002843,-0.010141
0.017268,0.010589,-0.008667
0.009968,0.017675,-0.008095
0.002253,0.024051,-0.008165
-0.005617,0.029661,-0.008620
-0.013380,0.034456,-0.009200
-0.020776,0.038381,-0.009648
-0.027369,0.040366,-0.010064
-0.033042,0.040480,-0.010297
-0.037761,0.039073,-0.010133
-0.041490,0.036496,-0.009355
-0.044195,0.033101,-0.007750
-0.045841,0.029239,-0.005103
-0.046391,0.025261,-0.001198
-0.045813,0.021519,0.004179
-0.044069,0.018364,0.011244
-0.041719,0.015750,0.017399
-0.038995,0.013475,0.022194
-0.036052,0.011296,0.025710
-0.033041,0.008974,0.028032
-0.030115,0.006265,0.029244
-0.027426,0.002930,0.029429
-0.025127,-0.001275,0.028669
-0.023372,-0.006591,0.027050
-0.022311,-0.013259,0.024654
-0.022010,-0.018794,0.022601
-0.022359,-0.022821,0.021070
-0.023208,-0.025489,0.020007
-0.024406,-0.026950,0.019355
-0.025803,-0.027355,0.019059
-0.027248,-0.026852,0.019065
-0.028590,-0.025594,0.019315
-0.029679,-0.023731,0.019756
-0.030364,-0.021413,0.020330
-0.030650,-0.019035,0.020614
