0.0000000000e+00,9.0000000000e-01
0.0000000000e+00,8.0000000000e-01
0.0000000000e+00,7.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,7.0000000000e-01
0.0000000000e+00,8.0000000000e-01
0.0000000000e+00,9.0000000000e-01
1.2556745087e+01,1.0000000000e+00
2.5113490173e+01,1.0000000000e+00
3.7670235260e+01,1.0000000000e+00
1.2020880823e+02,1.0000000000e+00
2.1589876304e+02,1.0000000000e+00
2.9129912854e+02,1.0000000000e+00
3.2470465841e+02,1.0000000000e+00
3.1818121440e+02,1.0000000000e+00
2.8842690733e+02,1.0000000000e+00
2.4888209992e+02,1.0000000000e+00
2.0281737412e+02,1.0000000000e+00
1.5371324525e+02,1.0000000000e+00
1.1756862069e+02,1.0000000000e+00
1.1690443394e+02,1.0000000000e+00
1.5787407406e+02,1.0000000000e+00
2.1569300990e+02,1.0000000000e+00
2.4975105414e+02,1.0000000000e+00
2.3793119050e+02,1.0000000000e+00
1.9609191402e+02,1.0000000000e+00
1.6396638742e+02,1.0000000000e+00
1.7230130603e+02,1.0000000000e+00
2.2039731571e+02,1.0000000000e+00
2.8130457493e+02,1.0000000000e+00
3.2651080185e+02,1.0000000000e+00
3.4537722053e+02,1.0000000000e+00
3.4507095225e+02,1.0000000000e+00
3.3844766911e+02,1.0000000000e+00
3.3347210632e+02,1.0000000000e+00
3.3011860374e+02,1.0000000000e+00
3.2375680894e+02,1.0000000000e+00
3.1149854990e+02,1.0000000000e+00
2.9695035553e+02,1.0000000000e+00
2.8873838011e+02,1.0000000000e+00
2.9289104686e+02,1.0000000000e+00
3.0691920663e+02,1.0000000000e+00
3.2241655561e+02,1.0000000000e+00
3.3239582413e+02,1.0000000000e+00
3.3519128055e+02,1.0000000000e+00
3.3310629153e+02,1.0000000000e+00
3.2944748149e+02,1.0000000000e+00
3.2681769884e+02,1.0000000000e+00
3.2676685767e+02,1.0000000000e+00
3.2956091770e+02,1.0000000000e+00
3.3325391820e+02,1.0000000000e+00
3.3253129579e+02,1.0000000000e+00
3.1904105563e+02,1.0000000000e+00
2.8543248723e+02,1.0000000000e+00
2.3333614665e+02,1.0000000000e+00
1.7984255845e+02,1.0000000000e+00
1.5247393505e+02,1.0000000000e+00
1.6993603381e+02,1.0000000000e+00
2.2463548410e+02,1.0000000000e+00
2.8748224783e+02,1.0000000000e+00
3.3103268423e+02,1.0000000000e+00
3.4627212843e+02,1.0000000000e+00
3.4064307538e+02,1.0000000000e+00
3.2694861150e+02,1.0000000000e+00
3.1533912560e+02,1.0000000000e+00
3.1059342026e+02,1.0000000000e+00
3.1195698062e+02,1.0000000000e+00
3.1475905484e+02,1.0000000000e+00
3.1353912992e+02,1.0000000000e+00
3.0426990732e+02,1.0000000000e+00
2.8433827091e+02,1.0000000000e+00
2.5225072444e+02,1.0000000000e+00
2.0913237052e+02,1.0000000000e+00
1.6071305400e+02,1.0000000000e+00
1.1601647737e+02,1.0000000000e+00
8.2265517276e+01,1.0000000000e+00
6.1229077821e+01,1.0000000000e+00
5.0497477370e+01,1.0000000000e+00
4.6335093486e+01,1.0000000000e+00
4.4531538333e+01,1.0000000000e+00
4.0783346338e+01,1.0000000000e+00
3.1808241666e+01,1.0000000000e+00
2.5446593333e+01,1.0000000000e+00
1.9084945000e+01,1.0000000000e+00
1.2723296667e+01,1.0000000000e+00
6.3616483333e+00,1.0000000000e+00
0.0000000000e+00,9.0000000000e-01
0.0000000000e+00,8.0000000000e-01
0.0000000000e+00,7.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
0.0000000000e+00,6.0000000000e-01
